DaysSince5/19/06,SPY Raw,SPY ADJ,VIX,3Mo Interest Rate,SSVI eta,SSVI rho,VXST (estimate before 2/3/14)
1874,133.97,110.81,16.34,0.000100,3.8679,-0.6814,16.00
1875,135.36,111.96,15.95,0.000300,3.8297,-0.6814,15.52
1876,134.40,111.17,15.95,0.000300,3.7914,-0.6814,15.52
1879,131.97,109.16,18.39,0.000300,3.6767,-0.6814,18.52
1880,131.40,108.69,19.87,0.000300,3.6384,-0.6814,20.34
1881,131.84,109.05,19.91,0.000100,3.6002,-0.6814,20.39
1882,130.93,108.30,20.80,0.000100,3.6193,-0.6814,21.48
1883,131.69,108.93,19.53,0.000200,3.6383,-0.6814,19.92
1886,130.61,108.03,20.95,0.000200,3.6537,-0.6814,21.67
1887,132.73,109.79,19.21,0.000300,3.6308,-0.6814,19.53
1888,132.65,109.72,19.09,0.000200,3.608,-0.6814,19.38
1889,134.49,111.24,17.56,0.000500,3.5852,-0.6814,17.50
1890,134.58,111.32,17.52,0.000500,3.5624,-0.6814,17.45
1893,133.83,110.70,19.35,0.000500,3.494,-0.6814,19.70
1894,133.33,110.28,20.23,0.000700,3.4712,-0.6814,20.78
1895,130.60,108.03,22.98,0.000800,3.4484,-0.6814,24.17
1896,130.22,107.71,23.74,0.000700,3.4256,-0.6814,25.10
1897,129.33,106.98,25.25,0.001000,3.3613,-0.6814,26.96
1900,128.78,106.52,23.66,0.001000,3.1684,-0.6814,25.00
1901,125.49,103.80,24.79,0.000600,3.1041,-0.6814,26.39
1902,126.17,104.36,23.38,0.000200,3.0398,-0.6814,24.66
1903,120.26,99.47,31.66,0.000200,2.9754,-0.6814,34.84
1904,120.08,99.32,32.00,0.000100,3.006,-0.6814,35.26
1907,112.26,92.86,48.00,0.000500,3.2157,-0.6814,54.94
1908,117.48,97.17,35.06,0.000300,3.7421,-0.6814,39.02
1909,112.29,92.88,42.99,0.000200,3.6349,-0.6814,48.78
1910,117.33,97.05,39.00,0.000300,3.5277,-0.6814,43.87
1911,118.12,97.70,36.36,0.000200,3.5525,-0.6814,40.62
1914,120.62,99.77,31.87,0.000200,3.6268,-0.6814,35.10
1915,119.59,98.92,32.85,0.000300,3.6516,-0.6814,36.31
1916,119.67,98.99,31.58,0.000100,3.6764,-0.6814,34.74
1917,114.51,94.72,42.67,0.000100,3.7011,-0.6814,48.38
1918,112.64,93.17,43.05,0.000200,3.7259,-0.6814,48.85
1921,112.73,93.25,42.44,0.000100,3.8002,-0.6814,48.10
1922,116.44,96.31,36.27,0.000100,3.825,-0.6814,40.51
1923,118.08,97.67,35.90,0.000200,3.8498,-0.6814,40.06
1924,116.28,96.18,39.76,0.000100,3.6323,-0.6814,44.80
1925,117.97,97.58,35.59,0.000100,3.7844,-0.6814,39.68
1928,121.36,100.38,32.28,0.000200,3.8692,-0.6814,35.60
1929,121.68,100.65,32.89,0.000100,3.8355,-0.6814,36.35
1930,122.22,101.09,31.62,0.000200,3.8019,-0.6814,34.79
1931,120.94,100.04,31.82,0.000200,3.7005,-0.6814,35.04
1932,117.85,97.48,33.92,0.000200,3.6776,-0.6814,37.62
1936,116.99,96.77,37.00,0.000200,3.5857,-0.6814,41.41
1937,120.29,99.50,33.38,0.000200,3.5627,-0.6814,36.96
1938,119.04,98.46,34.32,0.000200,3.5397,-0.6814,38.11
1939,115.92,95.88,38.52,0.000100,3.5168,-0.6814,43.28
1942,116.67,96.50,38.59,0.000100,3.4479,-0.6814,43.37
1943,117.74,97.39,36.91,0.000100,3.4249,-0.6814,41.30
1944,119.37,98.74,34.60,0.000100,3.4019,-0.6814,38.46
1945,121.43,100.44,31.97,0.000100,3.379,-0.6814,35.22
1946,121.52,101.04,30.98,0.000100,3.356,-0.6814,34.01
1949,120.31,100.03,32.73,0.000100,3.3977,-0.6814,36.16
1950,120.17,99.91,32.86,0.000100,3.4117,-0.6814,36.32
1951,116.63,96.97,37.32,0.000100,3.4256,-0.6814,41.80
1952,112.86,93.84,41.35,0.000000,3.4395,-0.6814,46.76
1953,113.54,94.40,41.25,0.000100,3.4534,-0.6814,46.64
1956,116.24,96.65,39.02,0.000200,3.4952,-0.6814,43.89
1957,117.54,97.73,37.71,0.000100,3.4208,-0.6814,42.28
1958,115.14,95.73,41.08,0.000200,3.3465,-0.6814,46.43
1959,116.05,96.49,38.84,0.000200,3.2722,-0.6814,43.67
1960,113.15,94.08,42.96,0.000200,3.1026,-0.6814,48.74
1963,109.93,91.40,45.45,0.000200,3.064,-0.6814,51.80
1964,112.34,93.40,40.82,0.000100,3.1091,-0.6814,46.11
1965,114.42,95.13,37.81,0.000000,3.353,-0.6814,42.41
1966,116.49,96.85,36.27,0.000100,3.5969,-0.6814,40.51
1967,115.71,96.21,36.20,0.000100,3.5468,-0.6814,40.43
1970,119.58,99.42,33.02,0.000100,3.3962,-0.6814,36.51
1971,119.70,99.52,32.86,0.000200,3.43,-0.6814,36.32
1972,120.75,100.40,31.26,0.000200,3.4637,-0.6814,34.35
1973,120.51,100.20,30.70,0.000200,3.4974,-0.6814,33.66
1974,122.57,101.91,28.24,0.000200,3.5311,-0.6814,30.64
1977,120.23,99.96,33.39,0.000400,3.6323,-0.6814,36.97
1978,122.58,101.92,31.56,0.000400,3.666,-0.6814,34.72
1979,121.13,100.71,34.44,0.000300,3.6997,-0.6814,38.26
1980,121.66,101.15,34.78,0.000300,3.7334,-0.6814,38.68
1981,123.97,103.07,31.32,0.000200,3.7671,-0.6814,34.42
1984,125.49,104.34,29.26,0.000200,3.7153,-0.6814,31.89
1985,123.05,102.31,32.22,0.000100,3.6726,-0.6814,35.53
1986,124.30,103.35,29.86,0.000200,3.6298,-0.6814,32.63
1987,128.63,106.95,25.46,0.000200,3.6726,-0.6814,27.22
1988,128.60,106.92,24.53,0.000100,3.8542,-0.6814,26.07
1991,125.50,104.35,29.96,0.000100,3.9368,-0.6814,32.75
1992,122.00,101.43,34.77,0.000100,4.0433,-0.6814,38.67
1993,123.99,103.09,32.74,0.000100,4.0169,-0.6814,36.17
1994,126.25,104.97,30.50,0.000100,3.9905,-0.6814,33.42
1995,125.48,104.33,30.16,0.000100,3.964,-0.6814,33.00
1998,126.26,104.98,29.85,0.000100,3.8848,-0.6814,32.62
1999,127.88,106.32,27.48,0.000100,3.8584,-0.6814,29.70
2000,123.16,102.40,36.16,0.000100,3.832,-0.6814,40.38
2001,124.32,103.36,32.81,0.000100,3.8056,-0.6814,36.26
2002,126.66,105.31,30.04,0.000100,3.7792,-0.6814,32.85
2005,125.46,104.31,31.13,0.000100,3.7,-0.6814,34.19
2006,126.08,104.83,31.22,0.000100,3.6736,-0.6814,34.30
2007,124.08,103.16,33.51,0.000100,3.5914,-0.6814,37.12
2008,122.11,101.53,34.51,0.000200,3.5091,-0.6814,38.35
2009,121.98,101.42,32.00,0.000100,3.4269,-0.6814,35.26
2012,119.66,99.49,32.91,0.000200,3.1802,-0.6814,36.38
2013,119.19,99.10,31.97,0.000200,3.098,-0.6814,35.22
2014,116.56,96.91,33.98,0.000200,3.0158,-0.6814,37.70
2016,116.34,96.73,34.47,0.000200,3.1228,-0.6814,38.30
2019,119.71,99.53,32.13,0.000300,3.2032,-0.6814,35.42
2020,120.05,99.81,30.64,0.000200,3.23,-0.6814,33.59
2021,124.99,103.92,27.80,0.000100,3.2567,-0.6814,30.09
2022,124.97,103.90,27.41,0.000100,3.2835,-0.6814,29.61
2023,124.86,103.81,27.52,0.000200,3.3103,-0.6814,29.75
2026,126.22,104.94,27.84,0.000100,3.352,-0.6814,30.14
2027,126.26,104.98,28.13,0.000100,3.3402,-0.6814,30.50
2028,126.73,105.37,28.67,0.000200,3.3283,-0.6814,31.16
2029,123.95,103.06,30.59,0.000100,3.3164,-0.6814,33.53
2030,126.05,104.80,26.38,0.000100,3.3046,-0.6814,28.35
2033,124.21,103.27,25.67,0.000100,3.269,-0.6814,27.47
2034,123.05,102.31,25.41,0.000100,3.2572,-0.6814,27.15
2035,121.74,101.22,26.04,0.000100,3.2659,-0.6814,27.93
2036,122.18,101.58,25.11,0.000000,3.2746,-0.6814,26.79
2037,121.59,101.74,24.29,0.000000,3.2834,-0.6814,25.78
2040,120.29,100.65,24.92,0.000100,3.3096,-0.6814,26.55
2041,123.93,103.69,23.22,0.000100,3.3183,-0.6814,24.46
2042,124.17,103.89,21.43,0.000100,3.327,-0.6814,22.26
2043,125.27,104.81,21.16,0.000100,3.3358,-0.6814,21.93
2044,126.39,105.75,20.73,0.000100,3.3445,-0.6814,21.40
2048,126.49,105.84,21.91,0.000200,3.437,-0.6814,22.85
2049,124.83,104.45,23.52,0.000100,3.4658,-0.6814,24.83
2050,126.12,105.53,22.65,0.000200,3.4945,-0.6814,23.76
2051,125.50,105.01,23.40,0.000200,3.5122,-0.6814,24.68
2055,127.50,106.68,22.97,0.000200,3.5827,-0.6814,24.15
2056,127.70,106.85,22.22,0.000200,3.6004,-0.6814,23.23
2057,128.04,107.13,21.48,0.000200,3.618,-0.6814,22.32
2058,127.71,106.86,20.63,0.000200,3.6357,-0.6814,21.27
2061,128.02,107.12,21.07,0.000100,3.6886,-0.6814,21.82
2062,129.13,108.04,20.69,0.000200,3.7062,-0.6814,21.35
2063,129.20,108.10,21.05,0.000200,3.7661,-0.6814,21.79
2064,129.51,108.36,20.47,0.000300,3.8045,-0.6814,21.08
2065,128.84,107.80,20.91,0.000300,3.843,-0.6814,21.62
2069,129.34,108.22,22.20,0.000300,3.9969,-0.6814,23.21
2070,130.77,109.42,20.89,0.000300,4.0353,-0.6814,21.59
2071,131.46,109.99,19.87,0.000500,4.0738,-0.6814,20.34
2072,131.95,110.40,18.28,0.000500,4.1123,-0.6814,18.38
2075,131.61,110.12,18.67,0.000400,4.1331,-0.6814,18.86
2076,131.46,109.99,18.91,0.000400,4.077,-0.6814,19.16
2077,132.56,110.91,18.31,0.000400,4.0564,-0.6814,18.42
2078,131.88,110.34,18.57,0.000500,4.0357,-0.6814,18.74
2079,131.82,110.29,18.53,0.000600,4.0151,-0.6814,18.69
2082,131.37,109.92,19.40,0.000500,3.2441,-0.6814,19.76
2083,131.32,109.88,19.44,0.000600,3.2441,-0.6814,19.81
2084,132.47,110.84,18.55,0.000600,3.2441,-0.6814,18.72
2085,132.68,111.01,17.98,0.000800,3.2441,-0.6814,18.02
2086,134.54,112.57,17.10,0.000800,3.2441,-0.6814,16.93
2089,134.45,112.50,17.76,0.000800,3.2441,-0.6814,17.74
2090,134.79,112.78,17.65,0.000800,3.2441,-0.6814,17.61
2091,135.19,113.11,18.16,0.000900,3.2441,-0.6814,18.24
2092,135.36,113.26,18.63,0.000900,3.2441,-0.6814,18.81
2093,134.36,112.42,20.79,0.000900,3.2441,-0.6814,21.47
2096,135.36,113.26,19.04,0.001100,3.2441,-0.6814,19.32
2097,135.19,113.11,19.54,0.001200,3.2441,-0.6814,19.93
2098,134.56,112.59,21.14,0.001100,3.2441,-0.6814,21.90
2099,136.05,113.83,19.22,0.001000,3.2441,-0.6814,19.54
2100,136.41,114.14,17.78,0.000900,3.2441,-0.6814,17.77
2104,136.47,114.19,18.19,0.000800,3.2441,-0.6814,18.27
2105,136.03,113.82,18.19,0.000900,3.2441,-0.6814,18.27
2106,136.63,114.32,16.80,0.000900,3.2441,-0.6814,16.56
2107,136.93,114.57,17.31,0.001000,3.2441,-0.6814,17.19
2110,137.16,114.76,18.19,0.001200,3.2441,-0.6814,18.27
2111,137.56,115.10,17.96,0.001000,3.2441,-0.6814,17.99
2112,137.02,114.65,18.43,0.000800,3.2441,-0.6814,18.57
2113,137.73,115.24,17.26,0.000800,3.2441,-0.6814,17.13
2114,137.31,114.89,17.29,0.000700,3.2441,-0.6814,17.17
2117,136.75,114.42,18.05,0.000800,3.2441,-0.6814,18.10
2118,134.75,112.75,20.87,0.000800,3.2441,-0.6814,21.57
2119,135.69,113.53,19.07,0.000800,3.2441,-0.6814,19.36
2120,137.04,114.66,17.95,0.000800,3.2441,-0.6814,17.98
2121,137.57,115.11,17.11,0.000900,3.2441,-0.6814,16.95
2124,137.58,115.11,15.64,0.000900,3.2441,-0.6814,15.14
2125,140.06,117.19,14.80,0.000800,3.2441,-0.6814,14.10
2126,139.91,117.06,15.31,0.000900,3.2441,-0.6814,14.73
2127,140.72,117.74,15.42,0.000800,3.2441,-0.6814,14.87
2128,140.30,117.90,14.47,0.000900,3.2441,-0.6814,13.70
2131,140.85,118.37,15.04,0.001000,3.2441,-0.6814,14.40
2132,140.44,118.02,15.58,0.001000,3.2441,-0.6814,15.06
2133,140.21,117.83,15.13,0.000900,3.2441,-0.6814,14.51
2134,139.20,116.98,15.57,0.000800,3.2441,-0.6814,15.05
2135,139.65,117.36,14.82,0.000800,3.2441,-0.6814,14.13
2138,141.61,119.01,14.26,0.000900,3.2441,-0.6814,13.44
2139,141.17,118.64,15.59,0.000900,3.2441,-0.6814,15.08
2140,140.47,118.05,15.47,0.000900,3.2441,-0.6814,14.93
2141,140.23,117.85,15.48,0.000700,3.2441,-0.6814,14.94
2142,140.81,118.33,15.50,0.000700,3.2441,-0.6814,14.97
2145,141.84,119.20,15.64,0.000800,3.2441,-0.6814,15.14
2146,141.26,118.71,15.66,0.000800,3.2441,-0.6814,15.16
2147,139.86,117.53,16.44,0.000800,3.2441,-0.6814,16.12
2148,139.79,117.48,16.70,0.000800,3.2441,-0.6814,16.44
2152,138.22,116.16,18.81,0.000900,3.2441,-0.6814,19.04
2153,135.90,114.21,20.39,0.000900,3.2441,-0.6814,20.98
2154,137.00,115.13,20.02,0.000900,3.2441,-0.6814,20.52
2155,138.79,116.64,17.20,0.000900,3.2441,-0.6814,17.06
2156,137.14,115.25,19.55,0.000900,3.2441,-0.6814,19.95
2159,137.05,115.17,19.55,0.000800,3.2441,-0.6814,19.95
2160,139.08,116.88,18.46,0.000800,3.2441,-0.6814,18.61
2161,138.61,116.48,18.64,0.000700,3.2441,-0.6814,18.83
2162,137.72,115.74,18.36,0.000700,3.2441,-0.6814,18.48
2163,137.95,115.93,17.44,0.000800,3.2441,-0.6814,17.35
2166,136.79,114.95,18.97,0.000800,3.2441,-0.6814,19.23
2167,137.31,115.39,18.10,0.000900,3.2441,-0.6814,18.16
2168,139.19,116.97,16.82,0.000900,3.2441,-0.6814,16.59
2169,140.16,117.79,16.24,0.000900,3.2441,-0.6814,15.88
2170,140.39,117.98,16.32,0.000900,3.2441,-0.6814,15.97
2173,139.87,117.54,17.15,0.001000,3.2441,-0.6814,16.99
2174,140.74,118.27,16.60,0.000900,3.2441,-0.6814,16.32
2175,140.32,117.92,16.88,0.000800,3.2441,-0.6814,16.66
2176,139.25,117.02,17.56,0.000900,3.2441,-0.6814,17.50
2177,137.00,115.13,19.16,0.000700,3.2441,-0.6814,19.47
2180,137.10,115.22,18.94,0.001000,3.2441,-0.6814,19.20
2181,136.55,114.75,19.05,0.000900,3.2441,-0.6814,19.33
2182,135.74,114.07,20.08,0.000900,3.2441,-0.6814,20.60
2183,136.02,114.31,18.83,0.001000,3.2441,-0.6814,19.06
2184,135.61,113.96,19.89,0.001000,3.2441,-0.6814,20.36
2187,134.11,112.70,21.87,0.001000,3.2441,-0.6814,22.80
2188,133.34,112.06,21.97,0.000900,3.2441,-0.6814,22.92
2189,132.83,111.63,22.27,0.001000,3.2441,-0.6814,23.29
2190,130.86,109.97,24.49,0.001000,3.2441,-0.6814,26.02
2191,129.74,109.03,25.10,0.000800,3.2441,-0.6814,26.77
2194,131.97,110.90,22.01,0.000900,3.2441,-0.6814,22.97
2195,132.20,111.10,22.48,0.000900,3.2441,-0.6814,23.55
2196,132.27,111.16,22.33,0.000900,3.2441,-0.6814,23.37
2197,132.53,111.37,21.54,0.001000,3.2441,-0.6814,22.39
2198,132.10,111.01,21.76,0.000900,3.2441,-0.6814,22.66
2202,133.70,112.36,21.03,0.000900,3.2441,-0.6814,21.77
2203,131.76,110.73,24.14,0.000700,3.2441,-0.6814,25.59
2204,131.47,110.48,24.06,0.000700,3.2441,-0.6814,25.49
2205,128.16,107.70,26.66,0.000700,3.2441,-0.6814,28.69
2208,128.10,107.65,26.12,0.000800,3.2441,-0.6814,28.03
2209,129.07,108.47,24.68,0.000800,3.2441,-0.6814,26.26
2210,131.97,110.90,22.16,0.000900,3.2441,-0.6814,23.16
2211,132.05,110.97,21.72,0.000900,3.2441,-0.6814,22.62
2212,133.10,111.85,21.23,0.000900,3.2441,-0.6814,22.01
2215,131.41,110.43,23.56,0.000900,3.2441,-0.6814,24.88
2216,132.92,111.70,22.09,0.001000,3.2441,-0.6814,23.07
2217,132.07,110.99,24.27,0.001000,3.2441,-0.6814,25.75
2218,133.47,112.16,21.68,0.001100,3.2441,-0.6814,22.57
2219,134.14,113.31,21.11,0.000900,3.2441,-0.6814,21.87
2222,134.40,113.53,18.32,0.001000,3.2441,-0.6814,18.43
2223,135.70,114.63,18.38,0.000900,3.2441,-0.6814,18.51
2224,135.48,114.44,17.24,0.000900,3.2441,-0.6814,17.11
2225,132.44,111.88,20.08,0.000900,3.2441,-0.6814,20.60
2226,133.46,112.74,18.11,0.000900,3.2441,-0.6814,18.18
2229,131.32,110.93,20.38,0.001000,3.2441,-0.6814,20.97
2230,131.98,111.49,19.72,0.001000,3.2441,-0.6814,20.16
2231,133.17,112.49,19.45,0.000900,3.2441,-0.6814,19.82
2232,132.79,112.17,19.71,0.000900,3.2441,-0.6814,20.14
2233,136.10,114.97,17.08,0.000900,3.2441,-0.6814,16.91
2236,136.51,115.31,16.80,0.001000,3.2441,-0.6814,16.56
2237,137.41,116.07,16.66,0.000900,3.2441,-0.6814,16.39
2239,136.79,115.55,17.50,0.000800,3.2441,-0.6814,17.43
2240,135.49,114.45,17.10,0.000800,3.2441,-0.6814,16.93
2243,135.32,114.31,17.98,0.000900,3.2441,-0.6814,18.02
2244,134.14,113.31,18.72,0.000900,3.2441,-0.6814,18.93
2245,134.16,113.33,17.95,0.001000,3.2441,-0.6814,17.98
2246,133.51,112.78,18.33,0.001000,3.2441,-0.6814,18.45
2247,135.75,114.67,16.74,0.001000,3.2441,-0.6814,16.49
2250,135.43,114.40,17.11,0.001000,3.2441,-0.6814,16.95
2251,136.36,115.19,16.48,0.001000,3.2441,-0.6814,16.17
2252,137.37,116.04,16.16,0.000900,3.2441,-0.6814,15.78
2253,137.73,116.34,15.45,0.000900,3.2441,-0.6814,14.90
2254,136.47,115.28,16.27,0.000900,3.2441,-0.6814,15.91
2257,135.09,114.11,18.62,0.001000,3.2441,-0.6814,18.80
2258,133.93,113.13,20.47,0.001000,3.2441,-0.6814,21.08
2259,133.96,113.16,19.34,0.001000,3.2441,-0.6814,19.69
2260,136.17,115.03,17.53,0.001100,3.2441,-0.6814,17.46
2261,138.68,117.15,16.70,0.001100,3.2441,-0.6814,16.44
2264,138.68,117.15,18.03,0.001100,3.2441,-0.6814,18.08
2265,137.71,116.33,18.93,0.001100,3.2441,-0.6814,19.18
2266,137.59,116.23,18.96,0.001000,3.2441,-0.6814,19.22
2267,136.64,115.42,17.57,0.000900,3.2441,-0.6814,17.51
2268,139.35,117.71,15.64,0.000900,3.2441,-0.6814,15.14
2271,139.62,117.94,15.95,0.001000,3.2441,-0.6814,15.52
2272,140.32,118.53,15.99,0.001100,3.2441,-0.6814,15.57
2273,140.49,118.68,15.32,0.001100,3.2441,-0.6814,14.74
2274,140.61,118.78,15.28,0.001100,3.2441,-0.6814,14.69
2275,140.84,118.97,14.74,0.001000,3.2441,-0.6814,14.03
2278,140.77,118.91,13.70,0.001100,3.2441,-0.6814,12.75
2279,140.79,118.93,14.85,0.001100,3.2441,-0.6814,14.17
2280,140.95,119.06,14.63,0.000900,3.2441,-0.6814,13.89
2281,141.99,119.94,14.29,0.000900,3.2441,-0.6814,13.48
2282,142.18,120.10,13.45,0.000900,3.2441,-0.6814,12.44
2285,142.19,120.11,14.02,0.001100,3.2441,-0.6814,13.14
2286,141.76,119.75,15.02,0.001100,3.2441,-0.6814,14.37
2287,141.82,119.80,15.11,0.001100,3.2441,-0.6814,14.49
2288,140.66,118.82,15.96,0.001100,3.2441,-0.6814,15.53
2289,141.51,119.54,15.18,0.001000,3.2441,-0.6814,14.57
2292,141.54,119.56,16.35,0.001100,3.2441,-0.6814,16.01
2293,141.40,119.44,16.49,0.001000,3.2441,-0.6814,16.18
2294,141.51,119.54,17.06,0.001200,3.2441,-0.6814,16.88
2295,140.49,118.68,17.83,0.001000,3.2441,-0.6814,17.83
2296,141.16,119.24,17.47,0.000900,3.2441,-0.6814,17.39
2300,141.03,119.13,17.98,0.001000,3.2441,-0.6814,18.02
2301,140.91,119.03,17.74,0.001100,3.2441,-0.6814,17.72
2302,143.77,121.45,15.60,0.001100,3.2441,-0.6814,15.09
2303,144.33,121.92,14.38,0.001100,3.2441,-0.6814,13.59
2306,143.51,121.23,16.28,0.001000,3.2441,-0.6814,15.92
2307,143.91,121.56,16.41,0.001000,3.2441,-0.6814,16.08
2308,144.39,121.97,15.80,0.001000,3.2441,-0.6814,15.33
2309,146.59,123.83,14.05,0.001000,3.2441,-0.6814,13.18
2310,147.24,124.38,14.51,0.001100,3.2441,-0.6814,13.75
2313,146.74,123.96,14.59,0.001100,3.2441,-0.6814,13.85
2314,146.62,123.85,14.18,0.001000,3.2441,-0.6814,13.34
2315,146.70,123.92,13.88,0.001100,3.2441,-0.6814,12.97
2316,146.71,123.93,14.07,0.001100,3.2441,-0.6814,13.21
2317,145.87,123.88,13.98,0.001100,3.2441,-0.6814,13.10
2320,145.65,123.69,14.15,0.001100,3.2441,-0.6814,13.30
2321,144.10,122.38,15.43,0.001100,3.2441,-0.6814,14.88
2322,143.29,121.69,16.81,0.001100,3.2441,-0.6814,16.58
2323,144.64,122.83,14.84,0.000900,3.2441,-0.6814,14.15
2324,143.97,122.26,15.73,0.001000,3.2441,-0.6814,15.25
2327,144.35,122.59,16.32,0.000900,3.2441,-0.6814,15.97
2328,144.50,122.71,15.71,0.000900,3.2441,-0.6814,15.22
2329,145.09,123.22,15.43,0.000900,3.2441,-0.6814,14.88
2330,146.13,124.10,14.55,0.001000,3.2441,-0.6814,13.80
2331,146.14,124.11,14.33,0.001100,3.2441,-0.6814,13.53
2334,145.64,123.68,15.11,0.001100,3.2441,-0.6814,14.49
2335,144.20,122.46,16.37,0.001000,3.2441,-0.6814,16.04
2336,143.28,121.68,16.29,0.001000,3.2441,-0.6814,15.94
2337,143.36,121.75,15.59,0.001000,3.2441,-0.6814,15.08
2338,142.89,121.35,16.14,0.001100,3.2441,-0.6814,15.75
2341,144.08,122.36,15.27,0.001100,3.2441,-0.6814,14.68
2342,145.54,123.60,15.22,0.000900,3.2441,-0.6814,14.62
2343,146.20,124.16,15.07,0.001100,3.2441,-0.6814,14.44
2344,145.82,123.84,15.03,0.001000,3.2441,-0.6814,14.39
2345,143.39,121.77,17.06,0.001000,3.2441,-0.6814,16.88
2348,143.41,121.79,16.62,0.001000,3.2441,-0.6814,16.34
2349,141.42,120.10,18.83,0.001100,3.2441,-0.6814,19.06
2350,141.02,119.76,18.33,0.001100,3.2441,-0.6814,18.45
2351,141.43,120.11,18.12,0.001100,3.2441,-0.6814,18.19
2352,141.35,120.04,17.81,0.001200,3.2441,-0.6814,17.81
2357,141.35,120.04,18.60,0.001100,3.2441,-0.6814,18.78
2358,142.83,121.30,16.69,0.000900,3.2441,-0.6814,16.43
2359,141.56,120.22,17.59,0.000900,3.2441,-0.6814,17.54
2362,141.85,120.46,18.42,0.001100,3.2441,-0.6814,18.56
2363,142.96,121.41,17.58,0.001000,3.2441,-0.6814,17.52
2364,139.72,118.66,19.08,0.001000,3.2441,-0.6814,19.37
2365,138.04,117.23,18.49,0.001000,3.2441,-0.6814,18.64
2366,138.16,117.33,18.61,0.000900,3.2441,-0.6814,18.79
2369,138.27,117.42,16.68,0.000900,3.2441,-0.6814,16.42
2370,137.79,117.02,16.65,0.001100,3.2441,-0.6814,16.38
2371,135.93,115.44,17.92,0.001000,3.2441,-0.6814,17.94
2372,135.70,115.24,17.99,0.000800,3.2441,-0.6814,18.03
2373,136.37,115.81,16.41,0.000600,3.2441,-0.6814,16.08
2376,139.13,118.15,15.24,0.000900,3.2441,-0.6814,14.65
2377,139.19,118.21,15.08,0.000800,3.2441,-0.6814,14.45
2378,139.45,118.43,15.31,0.001000,3.2441,-0.6814,14.73
2380,141.35,120.04,15.14,0.001000,3.2441,-0.6814,14.52
2383,141.05,119.78,15.50,0.001000,3.2441,-0.6814,14.97
2384,140.33,119.17,15.92,0.001000,3.2441,-0.6814,15.48
2385,141.46,120.13,15.51,0.001000,3.2441,-0.6814,14.98
2386,142.12,120.69,15.06,0.000900,3.2441,-0.6814,14.42
2387,142.15,120.72,15.87,0.000800,3.2441,-0.6814,15.42
2390,141.45,120.12,16.64,0.001000,3.2441,-0.6814,16.37
2391,141.25,119.95,17.12,0.001000,3.2441,-0.6814,16.96
2392,141.50,120.17,16.46,0.001000,3.2441,-0.6814,16.15
2393,141.98,120.57,16.58,0.001000,3.2441,-0.6814,16.29
2394,142.41,120.94,15.90,0.000900,3.2441,-0.6814,15.46
2397,142.47,120.99,16.05,0.000900,3.2441,-0.6814,15.64
2398,143.44,121.81,15.57,0.000800,3.2441,-0.6814,15.05
2399,143.51,121.87,15.95,0.000700,3.2441,-0.6814,15.52
2400,142.63,121.13,16.56,0.000600,3.2441,-0.6814,16.27
2401,142.10,120.68,17.00,0.000400,3.2441,-0.6814,16.81
2404,143.77,122.09,16.34,0.000500,3.2441,-0.6814,16.00
2405,145.37,123.45,15.57,0.000600,3.2441,-0.6814,15.05
2406,144.29,122.54,17.36,0.000500,3.2441,-0.6814,17.25
2407,145.12,123.24,17.67,0.000600,3.2441,-0.6814,17.63
2408,142.79,122.12,17.84,0.000600,3.2441,-0.6814,17.84
2411,142.35,121.75,17.84,0.000600,3.2441,-0.6814,17.84
2413,141.75,121.23,19.48,0.000900,3.2441,-0.6814,19.86
2414,141.56,121.07,19.47,0.000800,3.2441,-0.6814,19.85
2415,140.03,119.76,22.72,0.000100,3.2441,-0.6814,23.85
2418,142.41,121.80,18.02,0.000500,3.2441,-0.6814,18.06
2420,146.06,124.92,14.68,0.000800,3.2441,-0.6814,13.96
2421,145.73,124.64,14.56,0.000800,3.2441,-0.6814,13.81
2422,146.37,125.18,13.83,0.000700,3.2441,-0.6814,12.91
2425,145.97,124.84,13.79,0.000700,3.2441,-0.6814,12.86
2426,145.55,124.48,13.62,0.000700,3.2441,-0.6814,12.65
2427,145.92,124.80,13.81,0.000600,3.2441,-0.6814,12.89
2428,147.08,125.79,13.49,0.000600,3.2441,-0.6814,12.49
2429,147.07,125.78,13.36,0.000700,3.2441,-0.6814,12.33
2432,146.97,125.70,13.52,0.000800,3.2441,-0.6814,12.53
2433,147.07,125.78,13.55,0.000900,3.2441,-0.6814,12.57
2434,147.05,125.77,13.42,0.000800,3.2441,-0.6814,12.41
2435,148.00,126.58,13.57,0.000700,3.2441,-0.6814,12.59
2436,148.33,126.86,12.46,0.000800,3.2441,-0.6814,11.23
2440,149.13,127.55,12.43,0.000800,3.2441,-0.6814,11.19
2441,149.37,127.75,12.46,0.000800,3.2441,-0.6814,11.23
2442,149.41,127.78,12.69,0.000800,3.2441,-0.6814,11.51
2443,150.25,128.50,12.89,0.000800,3.2441,-0.6814,11.75
2446,150.07,128.35,13.57,0.000700,3.2441,-0.6814,12.59
2447,150.66,128.85,13.31,0.000700,3.2441,-0.6814,12.27
2448,150.07,128.35,14.32,0.000700,3.2441,-0.6814,13.51
2449,149.70,128.03,14.28,0.000700,3.2441,-0.6814,13.46
2450,151.24,129.35,12.90,0.000600,3.2441,-0.6814,11.77
2453,149.54,127.90,14.67,0.000700,3.2441,-0.6814,13.94
